"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.614746,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,5.393908,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,6.490257,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.077302,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.010368,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.875709,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.108317,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.702632,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.905021,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.206034,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.880038,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,7.584437,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,9.010596,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,11.56583,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.188768,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.66776,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.433646,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.221508,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.280097,,
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.094624,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.938295,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.901571,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.916026,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.613013,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.40026,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.64,"E","Estimated value"
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.58,"E","Estimated value"
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.8,"E","Estimated value"
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.64,"E","Estimated value"
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.15,"E","Estimated value"
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.46,"E","Estimated value"
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.84,"E","Estimated value"
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,2.34,"E","Estimated value"
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.06,"E","Estimated value"
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,11.46,"E","Estimated value"
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,2.08,"E","Estimated value"
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.07,"E","Estimated value"
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,4.89,"E","Estimated value"
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,3.69,"E","Estimated value"
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.22,"E","Estimated value"
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.01,"E","Estimated value"
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.1,"E","Estimated value"
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.11,"E","Estimated value"
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.13,"E","Estimated value"
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.61,"E","Estimated value"
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.12,"E","Estimated value"
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.93,"E","Estimated value"
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,5.54,"E","Estimated value"
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,3.83,"E","Estimated value"
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,6.5,"E","Estimated value"
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.68,"E","Estimated value"
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1,"E","Estimated value"
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,2.46,"E","Estimated value"
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.59,"E","Estimated value"
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.36,"E","Estimated value"
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.13,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.95,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,3.61,"E","Estimated value"
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,0.67,"E","Estimated value"
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,1.12,"E","Estimated value"
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","units",,,2.57,"E","Estimated value"
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,1.79,"E","Estimated value"
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.21,"E","Estimated value"
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,6.64,"E","Estimated value"
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,1.94,"E","Estimated value"
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,11.12,"E","Estimated value"
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,3.22,"E","Estimated value"
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,3.55,"E","Estimated value"
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,6.58,"E","Estimated value"
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,5.74,"E","Estimated value"
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,14.98,"E","Estimated value"
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,11.53,"E","Estimated value"
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.53,"E","Estimated value"
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,15.28,"E","Estimated value"
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,7.29,"E","Estimated value"
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.1,"E","Estimated value"
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,0.01,"E","Estimated value"
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.4,"E","Estimated value"
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,0.09,"E","Estimated value"
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.75,"E","Estimated value"
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,1.49,"E","Estimated value"
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,0.58,"E","Estimated value"
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,6.97,"E","Estimated value"
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,8.76,"E","Estimated value"
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,28.16,"E","Estimated value"
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,14.47,"E","Estimated value"
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,3.22,"E","Estimated value"
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,3.79,"E","Estimated value"
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.23,"E","Estimated value"
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,4.57,"E","Estimated value"
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,5.32,"E","Estimated value"
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,2.8,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,1.46,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,12.05,"E","Estimated value"
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,1.41,"E","Estimated value"
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,3.9,"E","Estimated value"
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","units",,,7.47,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,46585,,
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,43837,,
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,47276,,
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,44017,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,20645,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,45642,,
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,38976,,
"FRA","France","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,38625,,
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,41782,,
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,27434,,
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,20514,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,39433,,
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,50853,,
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,33571,,
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,36039,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,34056,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,52542,,
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,14653,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,45362,,
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,31394,,
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,46618,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,21140,,
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,23419,,
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,20428,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,34747,,
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,38789,,
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,52307,,
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,17460,,
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,40649,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","units",,,54214,,
